From Point,To Point,Distance (km),Fare (BDT),,,,,,,,,,,,,,,
Star Kabab,Bakshi Bazar,,10,,,,,,,,,,,,,,,
Star Kabab,Banasree,,10,,,,,,,,,,,,,,,
Star Kabab,Bashabo,,10,,,,,,,,,,,,,,,
Star Kabab,Bata Signal,,10,,,,,,,,,,,,,,,
Star Kabab,Bosila,,10,,,,,,,,,,,,,,,
Star Kabab,Chankhar Pul,,10,,,,,,,,,,,,,,,
Star Kabab,Chittagong Road,15.2,37,,,,,,,,,,,,,,,
Star Kabab,City College,,10,,,,,,,,,,,,,,,
Star Kabab,Dayaganj,,10,,,,,,,,,,,,,,,
Star Kabab,Dhanmondi 15,,10,,,,,,,,,,,,,,,
Star Kabab,Dhupkhola,,10,,,,,,,,,,,,,,,
Star Kabab,GPO,,10,,,,,,,,,,,,,,,
Star Kabab,Ghatar Char,,10,,,,,,,,,,,,,,,
Star Kabab,Gulistan,4.2,10,,,,,,,,,,,,,,,
Star Kabab,Hazipara,5.7,14,,,,,,,,,,,,,,,
Star Kabab,High Court,,10,,,,,,,,,,,,,,,
Star Kabab,Jakir Hossain Road,3.5,10,,,,,,,,,,,,,,,
Star Kabab,Janapoth Moor,,10,,,,,,,,,,,,,,,
Star Kabab,Jatrabari,,10,,,,,,,,,,,,,,,
Star Kabab,Jigatola,,10,,,,,,,,,,,,,,,
Star Kabab,Jurain,,10,,,,,,,,,,,,,,,
Star Kabab,Kakrail,,10,,,,,,,,,,,,,,,
Star Kabab,Kamalapur,,10,,,,,,,,,,,,,,,
Star Kabab,Malibagh,,10,,,,,,,,,,,,,,,
Star Kabab,Malibagh Railgate,,10,,,,,,,,,,,,,,,
Star Kabab,Matsya Bhaban,,10,,,,,,,,,,,,,,,
Star Kabab,Matuail,,10,,,,,,,,,,,,,,,
Star Kabab,Mohammadpur,,10,,,,,,,,,,,,,,,
Star Kabab,Motijheel,,10,,,,,,,,,,,,,,,
Star Kabab,Mouchak,,10,,,,,,,,,,,,,,,
Star Kabab,New Market,,10,,,,,,,,,,,,,,,
Star Kabab,Nilkhet,,10,,,,,,,,,,,,,,,
Star Kabab,Paltan,,10,,,,,,,,,,,,,,,
Star Kabab,Postogola,,10,,,,,,,,,,,,,,,
Star Kabab,Press Club,,10,,,,,,,,,,,,,,,
Star Kabab,Rampura Bazar,,10,,,,,,,,,,,,,,,
Star Kabab,Rampura Bridge,,10,,,,,,,,,,,,,,,
Star Kabab,Rayerbag,,10,,,,,,,,,,,,,,,
Star Kabab,Salimullah Road,,10,,,,,,,,,,,,,,,
Star Kabab,Sayedabad,,10,,,,,,,,,,,,,,,
Star Kabab,Science Lab,,10,,,,,,,,,,,,,,,
Star Kabab,Shahbag,,10,,,,,,,,,,,,,,,
Star Kabab,Shanir Akhra,,10,,,,,,,,,,,,,,,
Star Kabab,Shankar,,10,,,,,,,,,,,,,,,
Star Kabab,Shantinagar,,10,,,,,,,,,,,,,,,
Star Kabab,Sign Board,,10,,,,,,,,,,,,,,,
Star Kabab,South Banasree,,10,,,,,,,,,,,,,,,
Star Kabab,Tajmahal Road,,10,,,,,,,,,,,,,,,
Star Kabab,khilgaon flyover,,10,,,,,,,,,,,,,,,
Station Road,Abdullahpur,,10,,,,,,,,,,,,,,,
Station Road,Airport,,10,,,,,,,,,,,,,,,
Station Road,Azampur,,10,,,,,,,,,,,,,,,
Station Road,Azimpur,,10,,,,,,,,,,,,,,,
Station Road,Banani,,10,,,,,,,,,,,,,,,
Station Road,Bormi,,10,,,,,,,,,,,,,,,
Station Road,Bashabo,,10,,,,,,,,,,,,,,,
Station Road,Bashtola,12.6,31,,,,,,,,,,,,,,,
Station Road,Bashundhara,10.6,26,,,,,,,,,,,,,,,
Station Road,Board Bazar,6.2,15,,,,,,,,,,,,,,,
Station Road,Chairman Bari,13.5,33,,,,,,,,,,,,,,,
Station Road,Chandra,,10,,,,,,,,,,,,,,,
Station Road,Chasara Bus Stand,,10,,,,,,,,,,,,,,,
Station Road,City College,,10,,,,,,,,,,,,,,,
Station Road,Dhanmondi 27,,10,,,,,,,,,,,,,,,
Station Road,Dhanmondi 32,,10,,,,,,,,,,,,,,,
Station Road,ECB Square,,10,,,,,,,,,,,,,,,
Station Road,Farmgate,,10,,,,,,,,,,,,,,,
Station Road,Fulbaria,,10,,,,,,,,,,,,,,,
Station Road,GPO,,10,,,,,,,,,,,,,,,
Station Road,Gabtoli,,10,,,,,,,,,,,,,,,
Station Road,Gazipur Bypass,15.5,38,,,,,,,,,,,,,,,
Station Road,Gazipur Chowrasta,,10,,,,,,,,,,,,,,,
Station Road,Golap Shah Mazar,,10,,,,,,,,,,,,,,,
Station Road,Hazipara,17.3,42,,,,,,,,,,,,,,,
Station Road,House Building,,10,,,,,,,,,,,,,,,
Station Road,Jahangir Gate,14.5,36,,,,,,,,,,,,,,,
Station Road,Jalkuri,32.4,79,,,,,,,,,,,,,,,
Station Road,Jamuna Future Park,,10,,,,,,,,,,,,,,,
Station Road,Jatrabari,,10,,,,,,,,,,,,,,,
Station Road,Joydebpur,,10,,,,,,,,,,,,,,,
Station Road,Kakoli,,10,,,,,,,,,,,,,,,
Station Road,Kakrail,,10,,,,,,,,,,,,,,,
Station Road,Kalabagan,,10,,,,,,,,,,,,,,,
Station Road,Kalshi,,10,,,,,,,,,,,,,,,
Station Road,Khamar Bari,,10,,,,,,,,,,,,,,,
Station Road,Khilkhet,,10,,,,,,,,,,,,,,,
Station Road,Konabari,,10,,,,,,,,,,,,,,,
Station Road,Kuril Bishwaroad,,10,,,,,,,,,,,,,,,
Station Road,MES,,10,,,,,,,,,,,,,,,
Station Road,Malibagh,,10,,,,,,,,,,,,,,,
Station Road,Malibagh Railgate,,10,,,,,,,,,,,,,,,
Station Road,Matuail,,10,,,,,,,,,,,,,,,
Station Road,Merul Badda,,10,,,,,,,,,,,,,,,
Station Road,Mill Gate,,10,,,,,,,,,,,,,,,
Station Road,Mirpur 1,,10,,,,,,,,,,,,,,,
Station Road,Mirpur 10,,10,,,,,,,,,,,,,,,
Station Road,Mirpur 11,,10,,,,,,,,,,,,,,,
Station Road,Mirpur 2,,10,,,,,,,,,,,,,,,
Station Road,Mohakhali,,10,,,,,,,,,,,,,,,
Station Road,Motijheel,,10,,,,,,,,,,,,,,,
Station Road,Mouchak,,10,,,,,,,,,,,,,,,
Station Road,Mugda,,10,,,,,,,,,,,,,,,
Station Road,Nabisco,,10,,,,,,,,,,,,,,,
Station Road,Nadda,,10,,,,,,,,,,,,,,,
Station Road,Naya Bazar,,10,,,,,,,,,,,,,,,
Station Road,New Market,,10,,,,,,,,,,,,,,,
Station Road,Nilkhet,,10,,,,,,,,,,,,,,,
Station Road,Notun Bazar,,10,,,,,,,,,,,,,,,
Station Road,Paltan,,10,,,,,,,,,,,,,,,
Station Road,Postogola,,10,,,,,,,,,,,,,,,
Station Road,Purobi,,10,,,,,,,,,,,,,,,
Station Road,Rajlakshmi,,10,,,,,,,,,,,,,,,
Station Road,Rampura Bazar,,10,,,,,,,,,,,,,,,
Station Road,Rampura Bridge,,10,,,,,,,,,,,,,,,
Station Road,Ray Saheb Bazar,,10,,,,,,,,,,,,,,,
Station Road,Sadarghat Victoria Park,,10,,,,,,,,,,,,,,,
Station Road,Sainik Club,,10,,,,,,,,,,,,,,,
Station Road,Sayedabad,,10,,,,,,,,,,,,,,,
Station Road,Shahjadpur,,10,,,,,,,,,,,,,,,
Station Road,Shanir Akhra,,10,,,,,,,,,,,,,,,
Station Road,Shantinagar,,10,,,,,,,,,,,,,,,
Station Road,Shewrapara,,10,,,,,,,,,,,,,,,
Station Road,Shib Bari,,10,,,,,,,,,,,,,,,
Station Road,Shibu Market,,10,,,,,,,,,,,,,,,
Station Road,Sign Board,,10,,,,,,,,,,,,,,,
Station Road,Sony Cinema Hall,,10,,,,,,,,,,,,,,,
Station Road,Sreepur,,10,,,,,,,,,,,,,,,
Station Road,Staff Road,,10,,,,,,,,,,,,,,,
Station Road,Tongi,,10,,,,,,,,,,,,,,,
Station Road,Uttar Badda,,10,,,,,,,,,,,,,,,
Station Road,Uttara Jashimuddin,,10,,,,,,,,,,,,,,,
Station Road,khilgaon flyover,,10,,,,,,,,,,,,,,,
Sultana Kamal Bridge,Kanchpur Bridge,4.5,11,,,,,,,,,,,,,,,
Sultana Kamal Bridge,Madanpur,8,20,,,,,,,,,,,,,,,
Sultana Kamal Bridge,Tarabo,2,10,,,,,,,,,,,,,,,
Surabari,Ashulia,,10,,,,,,,,,,,,,,,
Surabari,Birulia,19,47,,,,,,,,,,,,,,,
Surabari,Chiriyakhana,,10,,,,,,,,,,,,,,,
Surabari,Jarun,3,10,,,,,,,,,,,,,,,
Surabari,Konabari,,10,,,,,,,,,,,,,,,
Surabari,Mazar Road,,10,,,,,,,,,,,,,,,
Surabari,Mirpur 1,,10,,,,,,,,,,,,,,,
Surabari,Mirpur 10,,10,,,,,,,,,,,,,,,
Surabari,Mirpur 14,,10,,,,,,,,,,,,,,,
Surabari,Mirpur 2,,10,,,,,,,,,,,,,,,
Surabari,Mirpur Rupnagar,,10,,,,,,,,,,,,,,,
Surabari,Narshingpur,,10,,,,,,,,,,,,,,,
Surabari,Sony Cinema Hall,,10,,,,,,,,,,,,,,,
Surabari,Zirabo,,10,,,,,,,,,,,,,,,
Saiyadpur,Agla Bazar,13.2,32,,,,,,,,,,,,,,,
Saiyadpur,Bagmara,19.2,47,,,,,,,,,,,,,,,
Saiyadpur,Bandura,26,64,,,,,,,,,,,,,,,
Saiyadpur,Baruakhali,31.8,78,,,,,,,,,,,,,,,
Saiyadpur,Boxnagar,17,42,,,,,,,,,,,,,,,
Saiyadpur,Kharshur,7.5,18,,,,,,,,,,,,,,,
Saiyadpur,Khasiakhali Beribadh,36.5,89,,,,,,,,,,,,,,,
Saiyadpur,Majhir Kanda,23.4,57,,,,,,,,,,,,,,,
Saiyadpur,Nawabganj,20.1,49,,,,,,,,,,,,,,,
Saiyadpur,Shurganj,18.8,46,,,,,,,,,,,,,,,
Saiyadpur,Tikarpur,12,29,,,,,,,,,,,,,,,
T&T,Ray Saheb Bazar,1,10,,,,,,,,,,,,,,,
T&T,Sadarghat Victoria Park,2.2,10,,,,,,,,,,,,,,,
Tajmahal Road,Arambagh,10.5,26,,,,,,,,,,,,,,,
Tajmahal Road,Baitul Mukkaram,,10,,,,,,,,,,,,,,,
Tajmahal Road,City College,,10,,,,,,,,,,,,,,,
Tajmahal Road,Dhanmondi 15,,10,,,,,,,,,,,,,,,
Tajmahal Road,Gulistan,8.5,21,,,,,,,,,,,,,,,
Tajmahal Road,High Court,,10,,,,,,,,,,,,,,,
Tajmahal Road,Jakir Hossain Road,0.8,10,,,,,,,,,,,,,,,
Tajmahal Road,Jigatola,,10,,,,,,,,,,,,,,,
Tajmahal Road,Matsya Bhaban,,10,,,,,,,,,,,,,,,
Tajmahal Road,Motijheel,,10,,,,,,,,,,,,,,,
Tajmahal Road,Paltan,,10,,,,,,,,,,,,,,,
Tajmahal Road,Press Club,,10,,,,,,,,,,,,,,,
Tajmahal Road,Salimullah Road,,10,,,,,,,,,,,,,,,
Tajmahal Road,Science Lab,,10,,,,,,,,,,,,,,,
Tajmahal Road,Shahbag,,10,,,,,,,,,,,,,,,
Tajmahal Road,Shankar,,10,,,,,,,,,,,,,,,
Tajmahal Road,Star Kabab,,10,,,,,,,,,,,,,,,
Tarabo,Kanchpur Bridge,2.5,10,,,,,,,,,,,,,,,
Tarabo,Madanpur,6,15,,,,,,,,,,,,,,,
Tati Bazar,Babubazar Bridge,1.2,10,,,,,,,,,,,,,,,
Tati Bazar,Chun Kutia,2.3,10,,,,,,,,,,,,,,,
Tati Bazar,Keraniganj New Jail,5.3,13,,,,,,,,,,,,,,,
Technical,Abdullahpur,21.05,52,,,,,,,,,,,,,,,
Technical,Airport,17.35,43,,,,,,,,,,,,,,,
Technical,Asad Gate,3.6,10,,,,,,,,,,,,,,,
Technical,Azimpur,8.7,21,,,,,,,,,,,,,,,
Technical,BUET,9.4,23,,,,,,,,,,,,,,,
Technical,Babubazar Bridge,14.2,35,,,,,,,,,,,,,,,
Technical,Banasree,22.1,54,,,,,,,,,,,,,,,
Technical,Bandura,48.4,119,,,,,,,,,,,,,,,
Technical,Bangladesh Bank,11.6,28,,,,,,,,,,,,,,,
Technical,Bosila Bridge,4.8,12,,,,,,,,,,,,,,,
Technical,Chankhar Pul,12.3,30,,,,,,,,,,,,,,,
Technical,Chun Kutia,15.3,37,,,,,,,,,,,,,,,
Technical,College Gate,2.4,10,,,,,,,,,,,,,,,
Technical,Dhamrai,31,76,,,,,,,,,,,,,,,
Technical,Dhour,17.4,43,,,,,,,,,,,,,,,
Technical,Diabari Beribadh,4.1,10,,,,,,,,,,,,,,,
Technical,ECB Square,9.9,24,,,,,,,,,,,,,,,
Technical,EPZ,27.7,68,,,,,,,,,,,,,,,
Technical,Farmgate,6.3,15,,,,,,,,,,,,,,,
Technical,Gabtoli,1,10,,,,,,,,,,,,,,,
Technical,Ghatar Char,7.6,19,,,,,,,,,,,,,,,
Technical,Gulistan,9.7,24,,,,,,,,,,,,,,,
Technical,Gulshan 1,10.3,25,,,,,,,,,,,,,,,
Technical,Hemayetpur,8.6,21,,,,,,,,,,,,,,,
Technical,Jatrabari,15.7,38,,,,,,,,,,,,,,,
Technical,Kadamtali,17.7,43,,,,,,,,,,,,,,,
Technical,Kakoli,13.8,34,,,,,,,,,,,,,,,
Technical,Kalabagan,4.5,11,,,,,,,,,,,,,,,
Technical,Kallyanpur,1,10,,,,,,,,,,,,,,,
Technical,Kalshi,8.95,22,,,,,,,,,,,,,,,
Technical,Kalshi Moor,9.6,24,,,,,,,,,,,,,,,
Technical,Kamalapur,11.7,29,,,,,,,,,,,,,,,
Technical,Kamarpara,23.15,57,,,,,,,,,,,,,,,
Technical,Kamrangirchar Beribadh,14.3,35,,,,,,,,,,,,,,,
Technical,Kashempur,33.7,83,,,,,,,,,,,,,,,
Technical,Katabon,7.1,17,,,,,,,,,,,,,,,
Technical,Keraniganj New Jail,18.3,45,,,,,,,,,,,,,,,
Technical,Khayshakhali Beribadh,50,123,,,,,,,,,,,,,,,
Technical,Komorganj,47.4,116,,,,,,,,,,,,,,,
Technical,Konabari,37.7,92,,,,,,,,,,,,,,,
Technical,Konakhola,22.5,55,,,,,,,,,,,,,,,
Technical,Kuril Bishwaroad,14.1,35,,,,,,,,,,,,,,,
Technical,Kurmitola General Hospital,10.5,26,,,,,,,,,,,,,,,
Technical,Madhya Badda,19.6,48,,,,,,,,,,,,,,,
Technical,Meradia Bazar,24.7,61,,,,,,,,,,,,,,,
Technical,Mirpur 1,1,10,,,,,,,,,,,,,,,
Technical,Mirpur 10,4.25,10,,,,,,,,,,,,,,,
Technical,Mirpur 11,5.25,13,,,,,,,,,,,,,,,
Technical,Mirpur 12,6.5,16,,,,,,,,,,,,,,,
Technical,Mirpur 2,3.75,10,,,,,,,,,,,,,,,
Technical,Mirpur 6,4.4,11,,,,,,,,,,,,,,,
Technical,Mohakhali,7.7,19,,,,,,,,,,,,,,,
Technical,Mohamamdpur,5.1,12,,,,,,,,,,,,,,,
Technical,Mohamamdpur Bus Stand,3.3,10,,,,,,,,,,,,,,,
Technical,Motijheel,10.7,26,,,,,,,,,,,,,,,
Technical,Nabinagar,23,56,,,,,,,,,,,,,,,
Technical,Nandan Park,37.1,91,,,,,,,,,,,,,,,
Technical,Narshingpur,29.7,73,,,,,,,,,,,,,,,
Technical,Naya Bazar,15.1,37,,,,,,,,,,,,,,,
Technical,Notun Bazar,12.5,31,,,,,,,,,,,,,,,
Technical,Fulbaria,11.5,28,,,,,,,,,,,,,,,
Technical,Press Club,9.9,24,,,,,,,,,,,,,,,
Technical,Purobi,5.75,14,,,,,,,,,,,,,,,
Technical,Rampura,21.1,52,,,,,,,,,,,,,,,
Technical,Rohitpur,26.7,65,,,,,,,,,,,,,,,
Technical,Savar,15.3,37,,,,,,,,,,,,,,,
Technical,Sayedabad,14.7,36,,,,,,,,,,,,,,,
Technical,Science Lab,6.1,15,,,,,,,,,,,,,,,
Technical,Shah Ali Mazar,2.4,10,,,,,,,,,,,,,,,
Technical,Shahbag,7.5,18,,,,,,,,,,,,,,,
Technical,Shanir Akhra,16.7,41,,,,,,,,,,,,,,,
Technical,Shewra Bazar,13.35,33,,,,,,,,,,,,,,,
Technical,Shukrabad,4.6,11,,,,,,,,,,,,,,,
Technical,Shyamoli,2.7,10,,,,,,,,,,,,,,,
Technical,Sign Board,22.5,55,,,,,,,,,,,,,,,
Technical,Staff Quarter,30.1,74,,,,,,,,,,,,,,,
Technical,TT Para,12.7,31,,,,,,,,,,,,,,,
Technical,Tati Bazar,13,32,,,,,,,,,,,,,,,
Technical,Tokorpur,34.8,85,,,,,,,,,,,,,,,
Technical,Uttara Jashimuddin,18.55,45,,,,,,,,,,,,,,,
Technical,Zirabo,23.1,57,,,,,,,,,,,,,,,
Tejgaon College,Airport,12.8,31,,,,,,,,,,,,,,,
Tejgaon College,Bijoy Sarani,1.5,10,,,,,,,,,,,,,,,
Tejgaon College,Kawlar,12,29,,,,,,,,,,,,,,,
Tejgaon College,Rajlakshmi,14.4,35,,,,,,,,,,,,,,,
Tejgaon College,Songsod Bhaban,0.6,10,,,,,,,,,,,,,,,
Tikarpur,Agla Bazar,1.2,10,,,,,,,,,,,,,,,
Tikarpur,Bagmara,7.2,18,,,,,,,,,,,,,,,
Tikarpur,Bandura,14,34,,,,,,,,,,,,,,,
Tikarpur,Baruakhali,19.8,49,,,,,,,,,,,,,,,
Tikarpur,Boxnagar,5,12,,,,,,,,,,,,,,,
Tikarpur,Khasiakhali Beribadh,24.5,60,,,,,,,,,,,,,,,
Tikarpur,Majhir Kanda,11.4,28,,,,,,,,,,,,,,,
Tikarpur,Nawabganj,8.1,20,,,,,,,,,,,,,,,
Tikarpur,Shurganj,6.8,17,,,,,,,,,,,,,,,
Tikatuli,Demra Staff Quarter,8.11,20,,,,,,,,,,,,,,,
Tikatuli,Jatrabari,2.1,10,,,,,,,,,,,,,,,
Tikatuli,Kajla,2.83,10,,,,,,,,,,,,,,,
Tikatuli,Kanchpur Bridge,11,27,,,,,,,,,,,,,,,
Tikatuli,Konapara,5.73,14,,,,,,,,,,,,,,,
Tikatuli,Sayedabad,1.1,10,,,,,,,,,,,,,,,
Tikatuli,Shanir Akhra,3.4,10,,,,,,,,,,,,,,,
Tikatuli,Sign Board,7.2,18,,,,,,,,,,,,,,,
Titumir College,Bashundhara,5.2,13,,,,,,,,,,,,,,,
Titumir College,Gulshan 1,1,10,,,,,,,,,,,,,,,
Titumir College,House Building,12.7,31,,,,,,,,,,,,,,,
Titumir College,Khilkhet,6.8,17,,,,,,,,,,,,,,,
Titumir College,Kuril Bishwaroad,6.3,15,,,,,,,,,,,,,,,
Titumir College,Madhy Badda,1.9,10,,,,,,,,,,,,,,,
Titumir College,Nadda,5.8,14,,,,,,,,,,,,,,,
Titumir College,New Airport,9.4,23,,,,,,,,,,,,,,,
Titumir College,Notun Bazar,3.3,10,,,,,,,,,,,,,,,
Titumir College,Rajlakshmi,10.9,27,,,,,,,,,,,,,,,
Titumir College,Uttar Badda,3.1,10,,,,,,,,,,,,,,,
Tokorpur,Bandura,13.6,33,,,,,,,,,,,,,,,
Tokorpur,Khayshakhali Beribadh,15.2,37,,,,,,,,,,,,,,,
Tokorpur,Komorganj,12.6,31,,,,,,,,,,,,,,,
Tolarbag,Abdullahpur,22.2,54,,,,,,,,,,,,,,,
Tolarbag,Airport,18.9,46,,,,,,,,,,,,,,,
Tolarbag,Ansar Camp,0.5,10,,,,,,,,,,,,,,,
Tolarbag,Asad Gate,4.1,10,,,,,,,,,,,,,,,
Tolarbag,Azimpur,8.3,20,,,,,,,,,,,,,,,
Tolarbag,Bangla College,0.3,10,,,,,,,,,,,,,,,
Tolarbag,Bosila,7.9,19,,,,,,,,,,,,,,,
Tolarbag,City College,6.8,17,,,,,,,,,,,,,,,
Tolarbag,College Gate,3.2,10,,,,,,,,,,,,,,,
Tolarbag,Darussalam,1.1,10,,,,,,,,,,,,,,,
Tolarbag,Dhanmondi 27,4.6,11,,,,,,,,,,,,,,,
Tolarbag,Dhanmondi 32,5.3,13,,,,,,,,,,,,,,,
Tolarbag,ECB Square,8.3,20,,,,,,,,,,,,,,,
Tolarbag,House Building,21.6,53,,,,,,,,,,,,,,,
Tolarbag,Kalabagan,5.7,14,,,,,,,,,,,,,,,
Tolarbag,Kallyanpur,1.7,10,,,,,,,,,,,,,,,
Tolarbag,Kalshi,6.6,16,,,,,,,,,,,,,,,
Tolarbag,Khilkhet,16.1,39,,,,,,,,,,,,,,,
Tolarbag,Kuril Bishwaroad,14.9,37,,,,,,,,,,,,,,,
Tolarbag,MES,13.8,34,,,,,,,,,,,,,,,
Tolarbag,Mirpur 1,1.2,10,,,,,,,,,,,,,,,
Tolarbag,Mirpur 10,3.1,10,,,,,,,,,,,,,,,
Tolarbag,Mirpur 11,4.1,10,,,,,,,,,,,,,,,
Tolarbag,Mirpur 12,5.4,13,,,,,,,,,,,,,,,
Tolarbag,Mirpur 2,2.5,10,,,,,,,,,,,,,,,
Tolarbag,Mohammadpur,5.4,13,,,,,,,,,,,,,,,
Tolarbag,New Market,7.3,18,,,,,,,,,,,,,,,
Tolarbag,Nilkhet,7.5,18,,,,,,,,,,,,,,,
Tolarbag,Pallabi,5.1,12,,,,,,,,,,,,,,,
Tolarbag,Proshika Moor,3.1,10,,,,,,,,,,,,,,,
Tolarbag,Purobi,4.5,11,,,,,,,,,,,,,,,
Tolarbag,Rajlakshmi,20.5,50,,,,,,,,,,,,,,,
Tolarbag,Science Lab,6.8,17,,,,,,,,,,,,,,,
Tolarbag,Shewra,14.4,35,,,,,,,,,,,,,,,
Tolarbag,Shishu Mela,2.6,10,,,,,,,,,,,,,,,
Tolarbag,Shyamoli,2.4,10,,,,,,,,,,,,,,,
Tolarbag,Sony Cinema Hall,1.5,10,,,,,,,,,,,,,,,
Tolarbag,Technical,0.7,10,,,,,,,,,,,,,,,
Tolarbag,Uttara Jashimuddin,20.2,49,,,,,,,,,,,,,,,
Tongi,Airport,4.1,10,,,,,,,,,,,,,,,
Tongi,Azampur,7.4,18,,,,,,,,,,,,,,,
Tongi,Bagher Bazar,32.3,79,,,,,,,,,,,,,,,
Tongi,Banani,13.9,34,,,,,,,,,,,,,,,
Tongi,Bormi,52.5,129,,,,,,,,,,,,,,,
Tongi,Chandra,28.3,69,,,,,,,,,,,,,,,
Tongi,City College,25.4,62,,,,,,,,,,,,,,,
Tongi,Dhakeshwari Orphanage,28,69,,,,,,,,,,,,,,,
Tongi,Farmgate,21.5,53,,,,,,,,,,,,,,,
Tongi,Gazipur,16.5,40,,,,,,,,,,,,,,,
Tongi,Gazipur Chowrasta,11.5,28,,,,,,,,,,,,,,,
Tongi,Hotapara,27.3,67,,,,,,,,,,,,,,,
Tongi,Kapashia,41,100,,,,,,,,,,,,,,,
Tongi,Konabari,18,44,,,,,,,,,,,,,,,
Tongi,Manik Mia Avenue,23.3,57,,,,,,,,,,,,,,,
Tongi,Maona Chowrasta,35,86,,,,,,,,,,,,,,,
Tongi,Mogbazar,20.8,51,,,,,,,,,,,,,,,
Tongi,Mohakhali,15.6,38,,,,,,,,,,,,,,,
Tongi,Nabisco,16.6,41,,,,,,,,,,,,,,,
Tongi,Nilkhet,26.5,65,,,,,,,,,,,,,,,
Tongi,Fulbaria,25,61,,,,,,,,,,,,,,,
Tongi,Rajabari,33.8,83,,,,,,,,,,,,,,,
Tongi,Rajendrapur,23.6,58,,,,,,,,,,,,,,,
Tongi,Rajendrapur Bazar,29,71,,,,,,,,,,,,,,,
Tongi,Safipur,24,59,,,,,,,,,,,,,,,
Tongi,Sreepur,45.6,112,,,,,,,,,,,,,,,
Tongi,Tongi Bastuhara,4.6,11,,,,,,,,,,,,,,,
Tongi Bazar,Board Bazar,7,17,,,,,,,,,,,,,,,
Tongi Bazar,Cheragali,3,10,,,,,,,,,,,,,,,
Tongi Bazar,Chowrasta,13,32,,,,,,,,,,,,,,,
Tongi Bazar,Gazipur,18,44,,,,,,,,,,,,,,,
Town Hall,Asad Gate,1,10,,,,,,,,,,,,,,,
Town Hall,Azimpur,5.36,13,,,,,,,,,,,,,,,
Town Hall,Bangla Motor,4.13,10,,,,,,,,,,,,,,,
Town Hall,Bashundhara,11.6,28,,,,,,,,,,,,,,,
Town Hall,Bosila CNG Stand,2.33,10,,,,,,,,,,,,,,,
Town Hall,Chankhar Pul,7.75,19,,,,,,,,,,,,,,,
Town Hall,Demra Staff Quarter,17.48,43,,,,,,,,,,,,,,,
Town Hall,Fakirapul,7.67,19,,,,,,,,,,,,,,,
Town Hall,Farmgate,2.5,10,,,,,,,,,,,,,,,
Town Hall,Gausia/Chandnichok,4.4,11,,,,,,,,,,,,,,,
Town Hall,Ghatar Char,4.16,10,,,,,,,,,,,,,,,
Town Hall,Gulshan 1,7.4,18,,,,,,,,,,,,,,,
Town Hall,House Building,19.1,47,,,,,,,,,,,,,,,
Town Hall,Kajla,12.2,30,,,,,,,,,,,,,,,
Town Hall,Kakrail,6.51,16,,,,,,,,,,,,,,,
Town Hall,Kalabagan,2.48,10,,,,,,,,,,,,,,,
Town Hall,Kawran Bazar,3.44,10,,,,,,,,,,,,,,,
Town Hall,Khilkhet,13.2,32,,,,,,,,,,,,,,,
Town Hall,Konapara,15.1,37,,,,,,,,,,,,,,,
Town Hall,Kuril Bishwaroad,12.7,31,,,,,,,,,,,,,,,
Town Hall,Madhy Badda,8.3,20,,,,,,,,,,,,,,,
Town Hall,Matsya Bhaban,5.73,14,,,,,,,,,,,,,,,
Town Hall,Mohakhali,5.6,14,,,,,,,,,,,,,,,
Town Hall,Mohammadpur Bosila Road,0.67,10,,,,,,,,,,,,,,,
Town Hall,Mohammadpur Bus Stand,0.44,10,,,,,,,,,,,,,,,
Town Hall,Motijheel Hirajhil,8.79,22,,,,,,,,,,,,,,,
Town Hall,Notre Dame College,8.21,20,,,,,,,,,,,,,,,
Town Hall,Nadda,12.2,30,,,,,,,,,,,,,,,
Town Hall,New Airport,15.8,39,,,,,,,,,,,,,,,
Town Hall,Notun Bazar,9.7,24,,,,,,,,,,,,,,,
Town Hall,Paglabazar,18.72,46,,,,,,,,,,,,,,,
Town Hall,Postogola,13.07,32,,,,,,,,,,,,,,,
Town Hall,Rajlakshmi,17.3,42,,,,,,,,,,,,,,,
Town Hall,Science Lab,3.43,10,,,,,,,,,,,,,,,
Town Hall,Shahbag,4.91,12,,,,,,,,,,,,,,,
Town Hall,Sobhanbag,1.55,10,,,,,,,,,,,,,,,
Town Hall,Tikatuli,9.37,23,,,,,,,,,,,,,,,
Town Hall,Titumir College,6.4,16,,,,,,,,,,,,,,,
Town Hall,Uttar Badda,9.5,23,,,,,,,,,,,,,,,
Town Hall,Washpur,3.21,10,,,,,,,,,,,,,,,
TT Para,Jatrabari,3,10,,,,,,,,,,,,,,,
TT Para,Postogola,4.9,12,,,,,,,,,,,,,,,
TT Para,Sayedabad,2,10,,,,,,,,,,,,,,,
TT Para,Shanir Akhra,4,10,,,,,,,,,,,,,,,
TT Para,Sign Board,9.8,24,,,,,,,,,,,,,,,
TV Center,Abdullahpur,13.6,33,,,,,,,,,,,,,,,
TV Center,Airport,10.1,25,,,,,,,,,,,,,,,
TV Center,Azampur,12.6,31,,,,,,,,,,,,,,,
TV Center,Dhour,16.6,41,,,,,,,,,,,,,,,
TV Center,Kuril Bishwaroad,6.5,16,,,,,,,,,,,,,,,
TV Center,Madhy Badda,2,10,,,,,,,,,,,,,,,
TV Center,Notun Bazar,4,10,,,,,,,,,,,,,,,
UBL,Balughat,11.2,27,,,,,,,,,,,,,,,
